,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User,text
260,-0.5574,Sat Jan 06 23:00:06 +0000 2018,0.847,0.153,0.0,4,@CNN,Ex-astronaut John Young has died at age 87. He walked on the moon and commanded the first space shuttle flight.… https://t.co/OYAKxSLNnx
261,0.3612,Sat Jan 06 22:45:04 +0000 2018,0.71,0.101,0.189,4,@CNN,Should Democrats shake President Trump's hand and make this deal? https://t.co/O7Gv0CGthy (via @CNNOpinion) https://t.co/QtUP7mHJZ2
262,-0.2263,Sat Jan 06 22:30:15 +0000 2018,0.872,0.128,0.0,4,@CNN,Judge allows lawsuit against CBS by brother of JonBenét Ramsey to proceed https://t.co/5WW0Y8iYYC https://t.co/bzlx9IbKhd
263,0.0,Sat Jan 06 22:17:22 +0000 2018,1.0,0.0,0.0,4,@CNN,Former Republican congressman Ron Paul blasts Attorney General Jeff Sessions' decision to rescind the Obama-era pol… https://t.co/sQeKBD9sS3
264,-0.6808,Sat Jan 06 22:00:11 +0000 2018,0.714,0.286,0.0,4,@CNN,"Tech executive raises $100,000 for Roy Moore accuser after a fire destroyed her home this week… https://t.co/X2bOSMJHez"
265,0.5106,Sat Jan 06 21:45:06 +0000 2018,0.751,0.0,0.249,4,@CNN,A perennial southern powerhouse playing another perennial southern powerhouse in a stadium that looks like a cavern… https://t.co/dB9vHbth9h
266,0.0,Sat Jan 06 21:30:06 +0000 2018,1.0,0.0,0.0,4,@CNN,President Trump defends his sanity amid questions about his mental state https://t.co/uXcq1rnZA7 https://t.co/TDZruiLoNn
267,0.0,Sat Jan 06 21:15:08 +0000 2018,1.0,0.0,0.0,4,@CNN,These are 6 tech trends to watch at this year's International Consumer Electronics Show https://t.co/L1ikeGeajG https://t.co/kdax92hIKU
268,0.0,Sat Jan 06 21:00:06 +0000 2018,1.0,0.0,0.0,4,@CNN,President Trump says he's open to talking with North Korean leader Kim Jong Un https://t.co/22PUjttm7e https://t.co/iAoJgvsKS6
269,0.8271,Sat Jan 06 20:45:10 +0000 2018,0.617,0.0,0.383,4,@CNN,Here are some heroic tales of bravery from the winter storm to warm your heart https://t.co/02GEzYffix https://t.co/1UzHuC14DU
270,0.4404,Sat Jan 06 20:30:04 +0000 2018,0.861,0.0,0.139,4,@CNN,President Trump reiterates he wants those protected by the Deferred Action for Childhood Arrivals program to stay i… https://t.co/RH60PaoTsu
271,-0.5574,Sat Jan 06 20:15:07 +0000 2018,0.847,0.153,0.0,4,@CNN,Ex-astronaut John Young has died at age 87. He walked on the moon and commanded the first space shuttle flight.… https://t.co/k2XMw0I5PF
272,-0.4215,Sat Jan 06 20:00:11 +0000 2018,0.843,0.157,0.0,4,@CNN,Bubbling policy disagreements between President Trump's administration and California have seemed to spill over all… https://t.co/aWGqHy2FD8
273,-0.296,Sat Jan 06 19:45:12 +0000 2018,0.896,0.104,0.0,4,@CNN,More White House officials were involved in an effort to pressure Attorney General Jeff Sessions to not recuse hims… https://t.co/Pw5MfwzKe6
274,0.0,Sat Jan 06 19:32:56 +0000 2018,1.0,0.0,0.0,4,@CNN,"""Fashion Police"" Executive Producer Melissa Rivers, Joan Rivers' daughter, says Seth Meyers must tackle sexual hara… https://t.co/oiSK9C8I0e"
275,0.4019,Sat Jan 06 19:17:32 +0000 2018,0.847,0.0,0.153,4,@CNN,President Trump appears to say he's willing to meet with special counsel Robert Mueller's team… https://t.co/XxpOgNcR8N
276,-0.34,Sat Jan 06 19:08:51 +0000 2018,0.882,0.118,0.0,4,@CNN,Part of the Nashville skyline disappears as the former Centennial Tower and LifeWay building falls in a scheduled i… https://t.co/1aRnwc8kCo
277,-0.8481,Sat Jan 06 18:45:05 +0000 2018,0.649,0.351,0.0,4,@CNN,"Former White House chief strategist Steve Bannon was going to attack ""Fire and Fury"" author Michael Wolff over quot… https://t.co/JRN46fqR6f"
278,-0.6908,Sat Jan 06 18:32:14 +0000 2018,0.701,0.299,0.0,4,@CNN,Attorney General Jeff Sessions is a buzz kill for pot stocks https://t.co/UkPigOlfty https://t.co/ItauULLrBm
279,0.0,Sat Jan 06 18:15:12 +0000 2018,1.0,0.0,0.0,4,@CNN,President Trump says he still stands with Attorney General Jeff Sessions. His response comes after a report that sp… https://t.co/20YhGpjJkg
280,0.0,Sat Jan 06 18:00:03 +0000 2018,1.0,0.0,0.0,4,@CNN,Hotel staff interacted with the Las Vegas shooter more than 10 times before the Oct. 1 massacre that claimed nearly… https://t.co/aYrYhjbQHa
281,-0.7269,Sat Jan 06 17:55:39 +0000 2018,0.711,0.289,0.0,4,@CNN,"Democratic mega-donor and billionaire environmentalist Tom Steyer has purchased a copy of ""Fire and Fury"" for every… https://t.co/tTG8qjeKMa"
282,-0.3338,Sat Jan 06 17:34:39 +0000 2018,0.703,0.179,0.119,4,@CNN,"President Trump speaks about special counsel Robert Mueller's Russia investigation: ""It's very, very bad for our co… https://t.co/log6TgiRLo"
283,0.0,Sat Jan 06 17:33:23 +0000 2018,1.0,0.0,0.0,4,@CNN,Trump responds to Michael Wolff's book about his campaign and the early days of his presidency: “I consider it a wo… https://t.co/vMrj0GoK2J
284,0.0,Sat Jan 06 17:31:03 +0000 2018,1.0,0.0,0.0,4,@CNN,"""Everything that I've done is 100 percent proper. That's what I do, is I do things proper.” - Trump on whether he d… https://t.co/2NFf4izdEI"
285,-0.296,Sat Jan 06 17:30:15 +0000 2018,0.879,0.121,0.0,4,@CNN,"Attorney General Jeff Sessions was right to tell President Trump no, writes Alice Stewart for @CNNOpinion… https://t.co/f1PkPEuH90"
286,0.0,Sat Jan 06 17:22:55 +0000 2018,1.0,0.0,0.0,4,@CNN,"Vice President Mike Pence says this year's agenda includes “immigration reform and enforcement, the construction of… https://t.co/2rV5miuJMv"
287,0.4391,Sat Jan 06 17:17:21 +0000 2018,0.888,0.0,0.112,4,@CNN,Rep. Paul Ryan: “We have a very bold agenda for 2018. We think this agenda is one that will appeal to everyone in b… https://t.co/jgw3Rb5DH3
288,0.1027,Sat Jan 06 17:15:13 +0000 2018,0.92,0.0,0.08,4,@CNN,"They've lived here legally for years. Now the US could send these 250,000 immigrants away. https://t.co/CtqAImWbjJ https://t.co/FRV8YjQLVw"
289,0.0,Sat Jan 06 17:13:49 +0000 2018,1.0,0.0,0.0,4,@CNN,"“From a right of center point of view, 2017 was the most consequential year in the many years I’ve been here in Con… https://t.co/fPYWDL0Wae"
290,-0.4927,Sat Jan 06 17:09:39 +0000 2018,0.856,0.144,0.0,4,@CNN,"President Trump says countries that are ""very harsh"" on drugs have ""much less difficulty,"" adding, “I think we’re g… https://t.co/OEWw0pAixG"
291,0.296,Sat Jan 06 17:00:07 +0000 2018,0.901,0.0,0.099,4,@CNN,Black dresses will rule the red carpet at the Golden Globes in a show of solidarity for the mission of anti-sexual… https://t.co/WZe91OOlg6
292,0.3597,Sat Jan 06 16:45:06 +0000 2018,0.849,0.0,0.151,4,@CNN,"President Trump's ""very stable genius"" tweet shows he isn't https://t.co/etBYcegRXw | Analysis by Chris Cillizza https://t.co/la4tCib8Fg"
293,-0.34,Sat Jan 06 16:30:17 +0000 2018,0.862,0.138,0.0,4,@CNN,Arson is being investigated in a fire at the Alabama home of a Roy Moore accuser https://t.co/hhzQD59Usp https://t.co/MXHbgEZDx3
294,-0.296,Sat Jan 06 16:15:12 +0000 2018,0.896,0.104,0.0,4,@CNN,More White House officials were involved in an effort to pressure Attorney General Jeff Sessions to not recuse hims… https://t.co/jf7uCp0pMM
295,-0.4019,Sat Jan 06 16:00:08 +0000 2018,0.709,0.291,0.0,4,@CNN,"Planes collide on Toronto airport tarmac, fire prompts evacuation https://t.co/CCMeAVkzAr https://t.co/8v7j0kD1Lu"
296,0.0,Sat Jan 06 15:45:05 +0000 2018,1.0,0.0,0.0,4,@CNN,This is who is buying Powerball and Mega Millions tickets https://t.co/zE2LuYniW9 https://t.co/iazzjbYtBJ
297,-0.6124,Sat Jan 06 15:30:40 +0000 2018,0.714,0.286,0.0,4,@CNN,"The East and the Midwest will have a ""brutally cold"" weekend https://t.co/gxeMS2mQAI"
298,0.5719,Sat Jan 06 15:19:55 +0000 2018,0.73,0.0,0.27,4,@CNN,Let's rethink how we determine Olympic success https://t.co/uXabSHJ1v5 (via @CNNOpinion) https://t.co/f0XNqW3dCA
299,-0.296,Sat Jan 06 15:10:16 +0000 2018,0.891,0.109,0.0,4,@CNN,Pat Benatar answered sexism with sold-out arenas. The rock icon explains how she battled for equality standing cent… https://t.co/IkxFVwYmhO
300,0.7096,Sun Jan 07 19:07:05 +0000 2018,0.742,0.0,0.258,5,@Foxnews,"TONIGHT: @WilliamJBennett hosts ""The Wise Guys,"" a powerful discussion on America's future - Tune in at 8p &amp; 11p ET… https://t.co/yVdIXT8ANC"
301,0.0,Sun Jan 07 19:05:47 +0000 2018,1.0,0.0,0.0,5,@Foxnews,".@Jehmu: ""@KeithEllison needs to retract and delete his [Antifa] tweet. Think about it: It was as if the Deputy Cha… https://t.co/L5AJzQkmTm"
302,0.2263,Sun Jan 07 19:05:11 +0000 2018,0.84,0.0,0.16,5,@Foxnews,Washington State to Allow 'Gender X' Designation on Birth Certificates https://t.co/2XZ42gwhNi
303,-0.4215,Sun Jan 07 18:59:11 +0000 2018,0.797,0.203,0.0,5,@Foxnews,.@AlanDersh Blasts Fellow Dems Over Claims Trump Is Mentally Ill https://t.co/HWAh4YqYLb https://t.co/BnZeygtVzw
304,0.0,Sun Jan 07 18:56:51 +0000 2018,1.0,0.0,0.0,5,@Foxnews,RT @EricShawnTV: I anchor @FoxNews at 4 and 6 pm ET: Should @POTUS @realDonaldTrump talk with #KimJongUn? And what should he say? Here's @A…
305,-0.3102,Sun Jan 07 18:55:25 +0000 2018,0.692,0.183,0.125,5,@Foxnews,"OPINION: Silicon Valley's drug-fueled, secret sex parties -- One more reason to hate the hookup culture
https://t.co/T9t5WEz8rX"
306,-0.6705,Sun Jan 07 18:55:04 +0000 2018,0.743,0.257,0.0,5,@Foxnews,".@MissDiagnosis: ""Morally, [Noor Salman's] as implicated in the killings as her husband."" https://t.co/oNGJxeEPei https://t.co/tys12OyRJR"
307,-0.4215,Sun Jan 07 18:52:26 +0000 2018,0.781,0.219,0.0,5,@Foxnews,".@AlanDersh Blasts Fellow Dems Over Claims Trump Is Mentally Ill
https://t.co/0GxoFHyjDt"
308,0.291,Sun Jan 07 18:50:02 +0000 2018,0.713,0.097,0.19,5,@Foxnews,".@MartinOMalley: ""The people of Texas certainly don't want a wall."" https://t.co/A7BFQimIZk https://t.co/aygdK0oRAt"
309,0.0,Sun Jan 07 18:40:26 +0000 2018,1.0,0.0,0.0,5,@Foxnews,"This morning on ""Fox &amp; Friends,"" hosts @PeteHegseth, @LisaMarieBoothe, and @GriffJenkins pointed out the big change… https://t.co/5DMg71V5Pw"
310,-0.5859,Sun Jan 07 18:40:00 +0000 2018,0.677,0.26,0.062,5,@Foxnews,"Boston firefighters battle fire, ice during blaze as deep freeze set to end (via @travfed)  https://t.co/b2rD9D992B"
311,0.0,Sun Jan 07 18:38:37 +0000 2018,1.0,0.0,0.0,5,@Foxnews,"Patriots' Brady, Kraft, Belichick dismiss ESPN speculation on team's breakup https://t.co/jlcF3xtKmk"
312,-0.1027,Sun Jan 07 18:25:00 +0000 2018,0.585,0.218,0.197,5,@Foxnews,Christians in Egypt celebrate Christmas after year marred by violence - via @christocarbone https://t.co/oJQHLoEIoK
313,0.0,Sun Jan 07 18:23:33 +0000 2018,1.0,0.0,0.0,5,@Foxnews,.@TheJusticeDept investigates @ClintonFdn; @danielhalper discusses. https://t.co/RhNNqFhQWo
314,-0.6808,Sun Jan 07 18:23:17 +0000 2018,0.641,0.359,0.0,5,@Foxnews,"Female coach of boys team faces felony sex charges, report says https://t.co/baedIHa6B6"
315,0.4019,Sun Jan 07 18:13:41 +0000 2018,0.886,0.0,0.114,5,@Foxnews,".@ScottBaio: ""I'm going to help the media right now... President Trump is from Queens. This is what we do. We mess… https://t.co/EvGcpW3324"
316,0.0,Sun Jan 07 18:06:18 +0000 2018,1.0,0.0,0.0,5,@Foxnews,San Francisco begins selling recreational marijuana for the first time https://t.co/ewdW9cdwUC
317,0.3182,Sun Jan 07 17:53:21 +0000 2018,0.881,0.0,0.119,5,@Foxnews,BREAKING NEWS: Steve Bannon apologized for unflattering comments attributed to him in the recently released Trump W… https://t.co/SKZmCRBrFb
318,0.0,Sun Jan 07 17:49:04 +0000 2018,1.0,0.0,0.0,5,@Foxnews,French President @EmmanuelMacron and Paris mayor @Anne_Hidalgo observe a minute of silence outside of the former of… https://t.co/6FSRymWPvE
319,-0.296,Sun Jan 07 17:46:58 +0000 2018,0.864,0.136,0.0,5,@Foxnews,"Married police chief, 40, accused of seeking sex from agent posing as girl, 14 https://t.co/LVDk1GvTi8"
320,0.2263,Sun Jan 07 17:46:41 +0000 2018,0.917,0.0,0.083,5,@Foxnews,"RT @FoxBusiness: Founders Fund, the venture-capital firm co-founded by Peter Thiel, has bought large sums of bitcoin that are now worth hun…"
321,0.0,Sun Jan 07 17:46:37 +0000 2018,1.0,0.0,0.0,5,@Foxnews,RT @FoxBusiness: The week ahead: https://t.co/DYHk9y51az
322,0.0,Sun Jan 07 17:46:33 +0000 2018,1.0,0.0,0.0,5,@Foxnews,"RT @FoxBusiness: Pershing Square, Valeant to appear in court on insider trading suit settlement https://t.co/zUtaIk2THF"
323,0.0,Sun Jan 07 17:46:31 +0000 2018,1.0,0.0,0.0,5,@Foxnews,"RT @FoxBusiness: .@newtgingrich on @HillaryClinton email probe: ""I think the news media has begun to realize that this is a gigantic story.…"
324,-0.1779,Sun Jan 07 17:43:11 +0000 2018,0.841,0.159,0.0,5,@Foxnews,White House blasts Michael Wolff book as 'tabloid gossip' https://t.co/rnckdkU17r
325,-0.1531,Sun Jan 07 17:41:34 +0000 2018,0.781,0.125,0.094,5,@Foxnews,".@GovMikeHuckabee: ""Nothing undermines a basic form of government more than people who have been entrusted with a s… https://t.co/Xj7LuRz011"
326,-0.4588,Sun Jan 07 17:37:25 +0000 2018,0.769,0.231,0.0,5,@Foxnews,Volunteer attacked with machete while delivering meals to the homeless https://t.co/cqVRT725JZ
327,-0.2075,Sun Jan 07 17:30:06 +0000 2018,0.917,0.083,0.0,5,@Foxnews,".@dbongino: ""Let me show you in about a minute or less what a hoax this whole thing is, this Russian collusion nons… https://t.co/lkbuE2OHH5"
328,0.3612,Sun Jan 07 17:28:33 +0000 2018,0.737,0.0,0.263,5,@Foxnews,Do you agree with Gov. @MartinOMalley? https://t.co/A7BFQimIZk https://t.co/Cc2YUeDFh7
329,0.0258,Sun Jan 07 17:21:46 +0000 2018,0.942,0.0,0.058,5,@Foxnews,".@BillClinton in 1996: ""We are increasing border controls by 50%. We are increasing inspections to prevent the hiri… https://t.co/w8Gpz8DJsD"
330,0.4404,Sun Jan 07 17:09:24 +0000 2018,0.847,0.0,0.153,5,@Foxnews,".@charliekirk11: ""You look at what the president has accomplished over the last year, it's absolutely unprecedented… https://t.co/W5gIWj1NWg"
331,0.0,Sun Jan 07 17:05:25 +0000 2018,1.0,0.0,0.0,5,@Foxnews,$570M Powerball ticket sold in New Hampshire https://t.co/fMVNrUtYXS
332,0.0,Sun Jan 07 16:58:02 +0000 2018,1.0,0.0,0.0,5,@Foxnews,".@Scaramucci: ""In a month or two, this book will be over, but [@realDonaldTrump's] presidency will not be.""… https://t.co/WreOWRyKBd"
333,0.5106,Sun Jan 07 16:56:33 +0000 2018,0.845,0.0,0.155,5,@Foxnews,RT @EricShawnTV: I anchor at 12 Noon ET @FoxNews: How does @POTUS @realDonaldTrump encourage #Iranprotests for an #IranUprising? Calls for…
334,0.0,Sun Jan 07 16:54:06 +0000 2018,1.0,0.0,0.0,5,@Foxnews,"TONIGHT on @NextRevFNC, @SteveHiltonx talks to @TomiLahren - Tune in at 9p ET on Fox News Channel! https://t.co/DiWkzhw25U"
335,0.0,Sun Jan 07 16:52:26 +0000 2018,1.0,0.0,0.0,5,@Foxnews,UCF capping 'championship' season with Disney World parade Sunday https://t.co/YOfPzJAUBP
336,-0.7964,Sun Jan 07 16:50:23 +0000 2018,0.608,0.392,0.0,5,@Foxnews,Backyard skeleton leads to arrest of California man in murder of housemate https://t.co/xzQ5AS9Atv
337,0.0,Sun Jan 07 16:40:13 +0000 2018,1.0,0.0,0.0,5,@Foxnews,".@Scaramucci: ""In a month or two, this book will be over, but [@realDonaldTrump's] presidency will not be.""… https://t.co/rfss34LCDM"
338,0.0,Sun Jan 07 16:39:28 +0000 2018,1.0,0.0,0.0,5,@Foxnews,".@Scaramucci: ""There is a level of genius to [@POTUS's] personality, as it relates to his marketing, his political… https://t.co/sRtEfuUpR0"
339,0.34,Sun Jan 07 16:38:00 +0000 2018,0.876,0.0,0.124,5,@Foxnews,".@Scaramucci: ""If you look at the economic dashboard, the national security dashboard, the things that [@POTUS's] d… https://t.co/aY21IcDXAA"
340,0.0,Sun Jan 07 16:36:35 +0000 2018,1.0,0.0,0.0,5,@Foxnews,".@Scaramucci: ""[Michael Wolff] is a complete liar."" #MediaBuzz https://t.co/7qKm80xajO"
341,-0.128,Sun Jan 07 16:35:57 +0000 2018,0.923,0.077,0.0,5,@Foxnews,".@Scaramucci on @BreitbartNews: ""If [Steve Bannon] continues to break this hard from the president then I'd be shoc… https://t.co/jeqSgngXYw"
342,0.0516,Sun Jan 07 16:34:10 +0000 2018,0.93,0.0,0.07,5,@Foxnews,".@Scaramucci: ""[Steve Bannon] needs to cross into the goal-line of an apology and actually apologize."" #MediaBuzz https://t.co/BolLAzWnTi"
343,0.4939,Sun Jan 07 16:30:58 +0000 2018,0.856,0.0,0.144,5,@Foxnews,".@LawrenceBJones3: ""I don't even believe we should be talking about this DACA issue until we take care of American… https://t.co/o40xPESsV5"
344,-0.0258,Sun Jan 07 16:26:47 +0000 2018,0.879,0.121,0.0,5,@Foxnews,Man sentenced after marrying woman and her daughter https://t.co/ZVtKaY1Aza
345,-0.1027,Sun Jan 07 16:26:34 +0000 2018,0.877,0.123,0.0,5,@Foxnews,Rumored Harvey Weinstein sighting in Los Angeles freaks out celebrities https://t.co/slwIMMJL1f
346,-0.7096,Sun Jan 07 16:23:00 +0000 2018,0.699,0.301,0.0,5,@Foxnews,".@JuddApatow: ""Fill the offices of our legislators and call non stop today demanding this mentally ill president be… https://t.co/CQ7wSohaKz"
347,0.291,Sun Jan 07 16:15:01 +0000 2018,0.713,0.097,0.19,5,@Foxnews,".@MartinOMalley: ""The people of Texas certainly don't want a wall."" https://t.co/A7BFQiEjQS https://t.co/kP6Drk1rvo"
348,-0.34,Sun Jan 07 16:14:02 +0000 2018,0.844,0.156,0.0,5,@Foxnews,"CIA boss Pompeo vehemently defends Trump against 'Fire and Fury,' calls book 'absurd' https://t.co/7Htbpakpt7"
349,0.5423,Sun Jan 07 16:05:05 +0000 2018,0.8,0.0,0.2,5,@Foxnews,".@GOPLeader: ""Now more than a million Americans got a bonus because of those tax cuts."" #SundayFutures… https://t.co/TIoCiRURbf"
350,-0.2263,Sun Jan 07 16:01:29 +0000 2018,0.853,0.147,0.0,5,@Foxnews,RT @FoxBusiness: U.S. blocks MoneyGram sale to China's Ant Financial https://t.co/8aZvMFoxIB https://t.co/bYgo42oGEl
351,0.0,Sun Jan 07 16:00:05 +0000 2018,1.0,0.0,0.0,5,@Foxnews,".@JudgeJeanine: ""And for all those naysayers who say this is nothing more than a deflection from the Mueller invest… https://t.co/q7h3qXHbcO"
352,0.4767,Sun Jan 07 15:59:05 +0000 2018,0.838,0.0,0.162,5,@Foxnews,".@marykissel: ""I am proud to be an American under an administration that speaks this way."" #SundayFutures… https://t.co/OTpdZkS2zl"
353,0.128,Sun Jan 07 15:57:26 +0000 2018,0.903,0.0,0.097,5,@Foxnews,".@gen_jackkeane: ""North Korea's feeling maximum pressure... Economic sanctions are finally starting to take hold.""… https://t.co/0xxmamYua2"
354,-0.1779,Sun Jan 07 15:51:26 +0000 2018,0.616,0.185,0.199,5,@Foxnews,".@ThomTillis: ""There's a compelling humanitarian reason for securing the border: Thousands of people die trying to… https://t.co/3AAdcTMekQ"
355,0.0,Sun Jan 07 15:49:03 +0000 2018,1.0,0.0,0.0,5,@Foxnews,".@TGowdySC: ""Almost 60 Democrats voted to move forward with impeachment already - before Bob Mueller's released a s… https://t.co/gLeyZzRmNE"
356,0.0,Sun Jan 07 15:47:30 +0000 2018,1.0,0.0,0.0,5,@Foxnews,".@marykissel: ""We're talking about [""Fire and Fury""] because @POTUS keeps talking about it."" #SundayFutures… https://t.co/oIMpKkfqtx"
357,-0.3818,Sun Jan 07 15:42:07 +0000 2018,0.867,0.133,0.0,5,@Foxnews,".@TGowdySC: ""This time last year, Democrats wanted James Comey prosecuted. Remember that? Harry Reid wanted him pro… https://t.co/mHYxcWokBh"
358,-0.6124,Sun Jan 07 15:37:05 +0000 2018,0.773,0.227,0.0,5,@Foxnews,".@GOPLeader: ""We've got unemployment at a 17-year low. The last time the @buffalobills were in the playoffs was 17… https://t.co/6ZRwhmJ8nA"
359,0.5423,Sun Jan 07 15:35:49 +0000 2018,0.8,0.0,0.2,5,@Foxnews,".@GOPLeader: ""Now more than a million Americans got a bonus because of those tax cuts."" #SundayFutures… https://t.co/aERW9Abja1"
360,-0.1779,Sun Jan 07 15:32:39 +0000 2018,0.616,0.185,0.199,5,@Foxnews,".@ThomTillis: ""There's a compelling humanitarian reason for securing the border: Thousands of people die trying to… https://t.co/G2W1pbDiun"
361,0.6908,Sun Jan 07 15:29:56 +0000 2018,0.749,0.0,0.251,5,@Foxnews,".@ThomTillis: ""When Senator Obama and Senator Clinton were in the Senate, they voted for strong border security mea… https://t.co/D0aY1gyzg0"
362,0.0,Sun Jan 07 15:27:19 +0000 2018,1.0,0.0,0.0,5,@Foxnews,".@ThomTillis: ""I think we can get a deal with Democrats and Republicans who are willing to recognize that we need t… https://t.co/bBePbpZHBg"
363,0.0,Sun Jan 07 15:20:51 +0000 2018,1.0,0.0,0.0,5,@Foxnews,".@gen_jackkeane: ""Kim Jong Un changed his grandfather and his father's policy from holding South Korea liable with… https://t.co/SDBU77g7gt"
364,0.128,Sun Jan 07 15:19:04 +0000 2018,0.903,0.0,0.097,5,@Foxnews,".@gen_jackkeane: ""North Korea's feeling maximum pressure... Economic sanctions are finally starting to take hold.""… https://t.co/IFlNXKycIR"
365,0.0,Sun Jan 07 15:15:34 +0000 2018,1.0,0.0,0.0,5,@Foxnews,".@TGowdySC: ""I can't think of anything [Jeff Sessions] has done since he's been Attorney General that warrants his… https://t.co/AEoebfdPtY"
366,0.0,Sun Jan 07 15:14:22 +0000 2018,1.0,0.0,0.0,5,@Foxnews,".@TGowdySC: ""Almost 60 Democrats voted to move forward with impeachment already - before Bob Mueller's released a s… https://t.co/W8ZVkflk9F"
367,0.0,Sun Jan 07 15:10:47 +0000 2018,1.0,0.0,0.0,5,@Foxnews,".@TGowdySC: ""We need to talk to everyone who was involved in the drafting of this exoneration memo in May of 2016.""… https://t.co/v3RdAN4NXJ"
368,-0.3818,Sun Jan 07 15:08:30 +0000 2018,0.867,0.133,0.0,5,@Foxnews,".@TGowdySC: ""This time last year, Democrats wanted James Comey prosecuted. Remember that? Harry Reid wanted him pro… https://t.co/TiTRlyxmLP"
369,-0.1027,Sun Jan 07 15:07:41 +0000 2018,0.928,0.072,0.0,5,@Foxnews,".@TGowdySC: ""I have been frankly stunned at how little curiosity my Democrat colleagues and how little curiosity so… https://t.co/NmyUMo89bI"
370,0.7096,Sun Jan 07 15:07:01 +0000 2018,0.742,0.0,0.258,5,@Foxnews,"TONIGHT: @WilliamJBennett hosts ""The Wise Guys,"" a powerful discussion on America's future - Tune in at 8p &amp; 11p ET… https://t.co/uaKJkz5o5P"
371,0.0,Sun Jan 07 15:04:40 +0000 2018,1.0,0.0,0.0,5,@Foxnews,".@TGowdySC: ""It's not illegitimate for Congress to ask the FBI and the DOJ, 'What did you do? Why did you do it?'""… https://t.co/IpTb3NXGHi"
372,-0.4927,Sun Jan 07 15:00:02 +0000 2018,0.758,0.242,0.0,5,@Foxnews,"Moments ago @realDonaldTrump slammed @MichaelWolffNYC, calling him a ""totally discredited author."" https://t.co/IyrbjckvIa"
373,-0.1695,Sun Jan 07 14:58:35 +0000 2018,0.911,0.089,0.0,5,@Foxnews,".@MariaBartiromo: ""I would not be surprised to see many, many more records hit in this upcoming year."" https://t.co/te1gcCzACL"
374,0.4939,Sun Jan 07 14:55:56 +0000 2018,0.862,0.0,0.138,5,@Foxnews,"RT @FoxBusiness: .@KellyannePolls: ""I feel confident anytime Donald Trump is at the negotiating table because he is a deal maker... He's of…"
375,0.0,Sun Jan 07 14:50:32 +0000 2018,1.0,0.0,0.0,5,@Foxnews,"On @foxandfriends, legendary college coach Dr. Lou Holtz gave his take on the @NFL's declining ratings.… https://t.co/5g0lGMC0HU"
376,0.5994,Sun Jan 07 14:50:20 +0000 2018,0.786,0.0,0.214,5,@Foxnews,RT @FoxNewsSunday: .@CLewandowski_on @SteveKBannon's place in the Republican party: If Steve wants to join with the Trump team...he'll be w…
377,0.0,Sun Jan 07 14:49:00 +0000 2018,1.0,0.0,0.0,5,@Foxnews,RT @FoxNewsSunday: .@CLewandowski_on Wolff statements in book attributed to Bannon: If that's what Steve said he owes the whole Trump famil…
378,0.2732,Sun Jan 07 14:48:59 +0000 2018,0.89,0.0,0.11,5,@Foxnews,"RT @FoxNewsSunday: .@CLewandowski_on @realDonaldTrump's fitness to be president: I spent 18 hours a day with candidate Trump, I can tell yo…"
379,-0.6124,Sun Jan 07 14:48:57 +0000 2018,0.675,0.242,0.083,5,@Foxnews,"RT @FoxNewsSunday: CIA Director Mike Pompeo addresses questions raised by ""Fire and Fury"" on Trump's fitness to be President:... https://t.…"
380,0.0,Sun Jan 07 14:48:54 +0000 2018,1.0,0.0,0.0,5,@Foxnews,"RT @FoxNewsSunday: .@CLewandowski_on if he called Jared Kushner ""the Butler"": I've never done that, that's such conjecture."
381,0.4522,Sun Jan 07 14:48:52 +0000 2018,0.852,0.0,0.148,5,@Foxnews,RT @FoxNewsSunday: .@CLewandowski_on Don Jr. and Jared Kushner: They’re American patriots…they’ve done so much to help the country.
382,0.5574,Sun Jan 07 14:48:50 +0000 2018,0.841,0.0,0.159,5,@Foxnews,RT @FoxNewsSunday: .@CLewandowski_on his relationship with Trump sons and Kushner: I think Eric and Don are fantastic advocates for their f…
383,0.2263,Sun Jan 07 14:41:44 +0000 2018,0.723,0.119,0.157,5,@Foxnews,"RT @FoxNewsSunday: .@CLewandowski_on @POTUS’ temper: He expects, demands and deserves the best…when staff wasn’t perfect, he held us accoun…"
384,0.2263,Sun Jan 07 14:38:05 +0000 2018,0.808,0.0,0.192,5,@Foxnews,Washington State to allow 'X' as gender option. https://t.co/XE4UKL3M7v
385,0.0,Sun Jan 07 14:38:01 +0000 2018,1.0,0.0,0.0,5,@Foxnews,RT @FoxNewsSunday: .@CLewandowski_on accuracy of “Fire and Fury”: @MichaelWolffNYC and I never spoke about this book...it is completely mad…
386,0.0,Sun Jan 07 14:35:19 +0000 2018,1.0,0.0,0.0,5,@Foxnews,"RT @FoxNewsSunday: .@CLewandowski_on “Fire and Fury”: This is a book of fiction…so many misrepresentations, it should not be taken seriousl…"
387,-0.296,Sun Jan 07 14:30:18 +0000 2018,0.879,0.121,0.0,5,@Foxnews,".@POTUS: ""There's been no collusion between us and the Russians. Now there has been collusion between… https://t.co/sNXDk44NXi"
388,0.0772,Sun Jan 07 14:29:30 +0000 2018,0.944,0.0,0.056,5,@Foxnews,"RT @FoxNewsSunday: Pompeo on @POTUS’ and Kim Jung Un’s exchange of taunts: We want the regime to understand that unlike before, we're inten…"
